gene_id,HNRNPK,NELFE,PKM
ENSG00000000003,0,-0.00172492915738056,0
ENSG00000000005,0,0,0
ENSG00000000419,0,-0.000148628378114145,0.000869740660079673
ENSG00000000457,0,-0.00087985236235414,-0.000867194501079939
ENSG00000000460,0,0,-0.000210522945087573
ENSG00000000938,0,-0.00261730717520541,0.00154945576921096
ENSG00000000971,0,-0.00246492668256913,-0.0004658338557884
ENSG00000001036,0,-0.000677227939962799,-3.88478896060021e-05
ENSG00000001084,0,-0.00371888335069783,0
ENSG00000001167,0,-0.0012199272054024,-4.1559222840144e-05
ENSG00000001460,0,-0.000993832748861555,-0.000437000363746775
ENSG00000001461,0,0,-0.000398101659552234
ENSG00000001497,0,-0.000151767190176784,0.000418048623817462
ENSG00000001561,0,-0.00108923516191329,0.00248724373627134
ENSG00000001617,0,0,-0.000352806459610707
ENSG00000001626,0,-0.00159861613978539,0.000863770860978526
ENSG00000001629,0,-0.00133949924565339,-0.000224973219428326
ENSG00000001630,0,-0.00207091079299275,-0.000147411441251341
ENSG00000001631,0,-0.00192800082357987,-0.000146014158614615
ENSG00000002016,0,-0.000225248603241516,-0.000485619749361301
ENSG00000002079,0,0,0
ENSG00000002330,0,-0.00127478595516955,-0.00141759657242518
ENSG00000002549,0,-0.00142059528694677,0.000867752871987342
ENSG00000002586,0,-0.00480452173383422,-0.000319070384317239
ENSG00000002587,0,-0.000975354361938827,0
ENSG00000002726,0,-0.001192484418079,0.000956853601640057
ENSG00000002745,0,-0.00164952718007287,-0.000121468906338514
ENSG00000002746,0,-0.0028007904749682,0.00057953358738016
ENSG00000002822,0,-0.000409561248993573,0.000604317958851183
ENSG00000002834,0.0164924032847307,-0.00310988201975271,0.000398508891882231
ENSG00000002919,0,0,0.000522581179277244
ENSG00000002933,0,-0.00222483504404513,0.00121456454045203
ENSG00000003056,0.0256552544479026,0,0.00025171431536223
ENSG00000003096,0,-0.00114212802887236,-0.000158145233560748
ENSG00000003137,0,-0.000985292413766591,0.00041327976163525
ENSG00000003147,0,-0.00289956459522448,-2.13207995088069e-05
ENSG00000003249,0,-0.00371777868594699,-0.00064868357357388
ENSG00000003393,0,-0.00380676560674654,-0.000763584383732854
ENSG00000003400,0,0,-0.00123294161890476
ENSG00000003402,0,-0.00190301320109546,-0.00108231207222264
ENSG00000003436,0,-0.0029281272108408,-0.000201383092873214
ENSG00000003509,0,-0.00186320467245751,3.2341935743584e-05
ENSG00000003756,0,-0.000197350508335897,-0.000269674598020843
ENSG00000003987,0,-0.00200957302722756,0
ENSG00000003989,0,-0.00273879007516022,-0.000494743672978531
ENSG00000004059,0,-0.00175134501272285,0.000211864681818152
ENSG00000004139,0,0,-0.00199035885489231
ENSG00000004142,0,-0.00263145747673554,0.000462232277483326
ENSG00000004399,0,-0.00417195395030415,-0.00066545803371492
ENSG00000004455,0.0269315171851781,-0.00119431747700508,0.00168537114241403
ENSG00000004468,0,0,0
ENSG00000004478,0.0209925906471661,-0.00300633665620113,0.000321637740576123
ENSG00000004487,0,-0.00209652884643653,0.000552502719463238
ENSG00000004534,0,-0.00293629712476897,-0.000529306220274809
ENSG00000004660,0,0,0
ENSG00000004700,0,0,4.66926623871301e-05
ENSG00000004766,0,0,7.06466992165482e-05
ENSG00000004776,0,0,-0.000405428926135004
ENSG00000004777,0,0,0
ENSG00000004779,0,-0.00188877314359027,0.000175074360011428
ENSG00000004799,0,-0.00523772034082609,-0.000168672777092448
ENSG00000004809,0,-0.00411449427200822,0.000817786844794375
ENSG00000004838,0,0,-0.00131525187901339
ENSG00000004848,0,0,0
ENSG00000004864,0,-0.000574977031550431,0.00083149556268899
ENSG00000004866,0,0,-0.000693726389637231
ENSG00000004897,0,0,0.000327650430087164
ENSG00000004939,0,0,-0.000561608485633422
ENSG00000004948,0,0,0.00113705449734536
ENSG00000004961,0,0,0.00158475030186365
ENSG00000004975,0,-0.00166419063544647,0.000663182704836726
ENSG00000005001,0,-0.0020518189486268,-0.000375814636718695
ENSG00000005007,0,-0.000882702526780592,0.000730459646182211
ENSG00000005020,0,-0.000895910950642305,-7.87512221158702e-05
ENSG00000005022,0,-0.00123194640216174,0.00151082339351226
ENSG00000005059,0,0,-0.000525256131702562
ENSG00000005073,0,0,4.68484188734769e-05
ENSG00000005075,0,-0.00170957560282923,0.00200136071905211
ENSG00000005100,0,0,0.000264477865668739
ENSG00000005102,0,0,-0.000683932471896229
ENSG00000005108,0,0,0.000500722088050769
ENSG00000005156,0,-0.00192572108769485,0.000837588166234829
ENSG00000005175,0,0,0.000256404825868666
ENSG00000005187,0,-0.00364133826346113,-0.000729569164731819
ENSG00000005189,0,-0.000729511182275299,-0.000565014405292691
ENSG00000005194,0,-0.00265503971565938,0.000399487018264961
ENSG00000005206,0,-0.000801131275197248,-0.000684060825310036
ENSG00000005238,0,-0.00127438262720686,-0.000579825694368755
ENSG00000005243,0,-0.00412922718309123,-0.000550860741165879
ENSG00000005249,0,-0.00305572311362969,-0.000523781603990345
ENSG00000005302,0,0,0.00125145044762345
ENSG00000005339,0,-0.00159017966084586,0.000279157069851938
ENSG00000005379,0,-0.00222294323683759,-0.0003047196803063
ENSG00000005381,0,0,0.000667719625797249
ENSG00000005421,0,0,6.87693007906628e-05
ENSG00000005436,0,-0.00392955730766277,0.000170247169920448
ENSG00000005448,0.0321210729934121,0,0.000166345981150674
ENSG00000005469,0,-0.00178149531718963,-0.000457555168461681
ENSG00000005471,0,0,0
ENSG00000005483,0,-0.00185310310694153,-0.000403726449491821
ENSG00000005486,0,-0.00305344544935025,1.96460709097816e-05
ENSG00000005513,0,-0.00263117816832665,0.000462784697834808
ENSG00000005700,0,-0.00073697450754747,-0.000664488044793565
ENSG00000005801,0,-0.00195328236572282,0.000493759163393169
ENSG00000005810,0,-0.00264451456347059,-9.40615848159895e-05
ENSG00000005812,0,-0.00364654096224086,0.000569195602489358
ENSG00000005844,0,0,0
ENSG00000005882,0,-0.0039324119360085,-0.000904937065867394
ENSG00000005884,0.0286825640105429,-0.00176360073645521,-0.000554909969899001
ENSG00000005889,0,-0.00284806321968858,-0.00091808563479312
ENSG00000005893,0,-0.000302414825416077,-5.7828116024575e-05
ENSG00000005961,0,0,0
ENSG00000005981,0,0,0
ENSG00000006007,0,-0.000680921197692422,-7.87575776549927e-06
ENSG00000006015,0,-0.00110791892689957,-0.000530867554056132
ENSG00000006016,0,0,8.24638333343357e-05
ENSG00000006025,0,-0.00132828378515254,-0.00115431776024362
ENSG00000006042,0,-0.000545166374126834,-0.000441755519569426
ENSG00000006047,0,-0.00266389517849652,0.000754947325888367
ENSG00000006059,0,-0.00672862628549523,0
ENSG00000006062,0,-0.00157535325757842,-0.000445750197405359
ENSG00000006071,0,0,0
ENSG00000006116,0,0,0
ENSG00000006118,0,-0.00190746750596904,-0.0019302654943741
ENSG00000006125,0,-0.00132458098365866,0.000343237763519101
ENSG00000006128,0,-0.00486658420928117,0.000360029632134012
ENSG00000006194,0,0,0.00115747304354708
ENSG00000006210,0,-0.00345500982122959,-0.000549483908516904
ENSG00000006282,0,-0.000872038728671151,-0.000671673426617343
ENSG00000006283,0,-0.00262895983014474,0.0011245049604733
ENSG00000006327,0,0,-0.000553539616666065
ENSG00000006377,0,-0.00420982758142412,-5.22419268485855e-05
ENSG00000006432,0,-0.00170736693022041,9.25130941986354e-06
ENSG00000006451,0,-0.0010865990959709,-0.000882588568259036
ENSG00000006453,0,-0.00488790904960731,-0.000953451281112325
ENSG00000006459,0,-0.00318681080887012,-0.000610575337310582
ENSG00000006468,0,0,-0.000849114534430837
ENSG00000006530,0,-0.00104845551761583,8.95937201959352e-05
ENSG00000006534,0,0,0.000292904707513658
ENSG00000006555,0,-0.00159943533986193,-0.000291809199446879
ENSG00000006576,0,-0.00281726698241613,0.000247635796683761
ENSG00000006606,0,-0.00949980156734728,-0.000816096942247174
ENSG00000006607,0,-0.00152487603679621,-0.000999766723533823
ENSG00000006611,0,-0.00384242579471146,0.00181461643504194
ENSG00000006625,0,0,0.000323305486874005
ENSG00000006634,0,-0.00174343808466953,0.000128272661384889
ENSG00000006638,0,-0.00130340617137407,-0.000977094837546493
ENSG00000006652,0,-0.000911111395158487,5.32810445348622e-05
ENSG00000006659,0,0,0
ENSG00000006695,0,-0.000895974487369356,0.000282908648229056
ENSG00000006704,0,-0.00275512682034362,-0.000833480630964974
ENSG00000006712,0.017370039728036,-0.000699508085692185,0.000699242749586675
ENSG00000006715,0,0,0.000729417970754572
ENSG00000006740,0,0,1.20131256110508e-05
ENSG00000006744,0.0195040364135858,-0.00180792588584569,0.000581218762046911
ENSG00000006747,0,-0.000558451656015424,0.000360144781839771
ENSG00000006756,0,-0.00313938833115156,-0.000451523902785984
ENSG00000006757,0,0,-0.000858439199451818
ENSG00000006831,0,-0.000808981961323618,0.000220004920880289
ENSG00000006837,0,-0.00164594872892298,-0.00129415617022599
ENSG00000007001,0,-0.00276381473467655,-0.000353790539925467
ENSG00000007038,0,-0.00242913854578211,0.000291635937657157
ENSG00000007047,0,-0.0014701267232417,0.000975626697917137
ENSG00000007062,0,0,0
ENSG00000007080,0,-0.00109944665463311,0.000404921140970396
ENSG00000007129,0,-0.00164416142120571,0.000578014900673778
ENSG00000007168,0,-0.00296683552467565,-0.000980303786997139
ENSG00000007171,0,-0.00204166511256832,0.00128253535195304
ENSG00000007174,0,-0.00436415133562988,0
ENSG00000007202,0,-0.00264479976216398,0.000625396448583958
ENSG00000007216,0,0,0
ENSG00000007237,0,0,0
ENSG00000007255,0,-0.000660262655514559,0.000809411074977763
ENSG00000007264,0,0,0.000733291217388346
ENSG00000007306,0,-0.00181898256946001,0
ENSG00000007312,0,0,0
ENSG00000007314,0,0,0.00115193203740135
ENSG00000007341,0,-0.000660892185081311,-0.000409112114557204
ENSG00000007350,0,0,0
ENSG00000007372,0,0,0
ENSG00000007376,0,-0.00137224660286759,0.00123914520912085
ENSG00000007384,0,-0.00217192611760819,-0.00049369909962022
ENSG00000007392,0,-0.00073446090727105,-0.000228940715353519
ENSG00000007402,0,-0.00336025097112504,0.00128061966761043
ENSG00000007516,0,-0.00373742795869251,-0.00194969309140582
ENSG00000007520,0,-0.00139555096064262,0.00206359691594304
ENSG00000007541,0,-0.00165991999456539,-0.000238863466680469
ENSG00000007545,0,0,-0.00103450857317581
ENSG00000007866,0,-0.00270952037632368,0.000518017527339573
ENSG00000007908,0,0,0
ENSG00000007923,0,-0.00128644611712299,0.00079844798904504
ENSG00000007933,0,-0.00980064638578601,0.000313658075512749
ENSG00000007944,0,-0.00358720250807966,0.000147720232893947
ENSG00000007952,0,0,0
ENSG00000007968,0,-0.0014972435486493,-0.000477779932183837
ENSG00000008018,0,-0.000530502401144189,0.000408967671664224
ENSG00000008056,0,-0.00125635564067781,0.000346654741110851
ENSG00000008083,0,-0.00351099376039734,0.000164727303977086
ENSG00000008086,0,-0.00318345126103243,-0.000111987323269722
ENSG00000008118,0,0,0
ENSG00000008128,0,0,9.80526833215854e-05
ENSG00000008130,0,-0.000902915963364854,0.00049832807044181
ENSG00000008196,0,-0.00282302233901577,0.000510163457166763
ENSG00000008226,0,0,0
ENSG00000008256,0,-0.00153556573194861,-0.00125908705536687
ENSG00000008277,0,-0.000929734289842763,0.000178074005775181
ENSG00000008282,0,-0.00184258321630965,0.000404749614367329
ENSG00000008283,0,-0.00249377719993966,-0.000553733782732837
ENSG00000008294,0,-0.00279719182165515,-0.000150910654216364
ENSG00000008300,0,-0.00100644813968051,-0.000544071987572946
ENSG00000008311,0,-0.00070508283439446,-0.000656202868486647
ENSG00000008323,0,-0.00379214372342083,0
ENSG00000008324,0,-0.00178560919090176,0.000431198733735945
ENSG00000008382,0,0,0.000589653162950789
ENSG00000008394,0,-0.00581205550666463,-0.000324086829584934
ENSG00000008405,0,-0.00205167186050078,0.000120373349454204
ENSG00000008438,0,0,-0.003621000649294
ENSG00000008441,0,-0.00771575313563615,0.000494415761314496
ENSG00000008513,0,-0.00275817437070596,-0.000829993151216659
ENSG00000008516,0,-0.00352654793349424,-0.000306870464879816
ENSG00000008517,0,0,-0.000386011537315763
ENSG00000008710,0,-0.00293662648271511,-0.00102706380330058
ENSG00000008735,0,-0.00222692622228737,0.000789802183341195
ENSG00000008838,0,0,0.00069233795978612
ENSG00000008853,0,0,-0.000793873611914737
ENSG00000008869,0,-0.00291308409357292,-0.000753250100581367
ENSG00000008952,0,-0.000924678583290171,0.000989579718934807
ENSG00000008988,0,-0.00116749619988364,0.000546501632872477
ENSG00000009307,0,-0.000716669947009904,0.000333230304741254
ENSG00000009335,0.0162816390429766,-0.00189679831051291,0.000875497649826255
ENSG00000009413,0,-0.00214247223911454,-0.000379778344349558
